jfid;valtip;maz;taz;sorsz;a;b;bo;c;d;e;f;g;i1;i2;i3;j;o;k1;k2;l;m;n;pa;pf;po;pk;pl;pm;pn;na;nf;no;nk;nl;nm;nn
47568;'L';'01';'014';'003';1168;0;0;0;0;1168;919;0;0;0;0;919;0;919;0;0;11;908;1164;916;0;916;0;10;906;4;3;0;3;0;1;2
47569;'J';'01';'014';'004';1106;0;0;0;0;1106;873;0;0;0;0;873;0;873;0;0;7;866;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47570;'L';'01';'014';'004';1105;0;0;0;0;1105;873;0;0;0;0;873;0;872;0;0;3;869;1104;872;0;871;-1;3;868;1;1;0;1;0;0;1
47571;'J';'01';'014';'005';1109;0;0;0;0;1109;843;0;0;0;0;843;0;843;0;0;2;841;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47572;'L';'01';'014';'005';1109;0;0;0;0;1109;843;0;0;0;0;843;0;842;0;0;3;839;1103;837;0;836;-1;3;833;6;6;0;6;0;0;6
47573;'J';'01';'014';'006';1103;0;0;0;0;1103;813;0;0;0;0;813;0;812;0;-1;6;806;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47574;'L';'01';'014';'006';1103;0;0;0;0;1103;813;0;0;0;0;813;0;812;0;0;5;807;1102;813;0;812;-1;5;807;1;0;0;0;0;0;0
47575;'J';'01';'014';'007';1051;0;0;0;0;1051;793;0;0;0;0;793;0;792;0;-1;1;791;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47576;'L';'01';'014';'007';1051;0;0;0;0;1051;793;0;0;0;0;793;0;793;0;0;2;791;1050;792;0;792;0;2;790;1;1;0;1;0;0;1
47577;'J';'01';'014';'008';1125;0;0;0;0;1125;843;0;0;0;0;843;0;843;0;0;4;839;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47578;'L';'01';'014';'008';1125;0;0;0;0;1125;843;0;0;0;0;843;0;844;0;0;16;828;1122;840;0;841;1;15;826;3;3;0;3;0;1;2
47579;'J';'01';'014';'009';1187;0;0;0;0;1187;832;0;0;0;0;832;0;831;0;-1;5;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47580;'L';'01';'014';'009';1187;0;0;0;0;1187;832;0;0;0;0;832;0;831;0;0;3;828;1185;831;0;830;-1;3;827;2;1;0;1;0;0;1
47581;'J';'01';'014';'010';1222;0;0;0;0;1222;900;0;0;0;0;900;0;899;0;-1;9;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47582;'L';'01';'014';'010';1222;0;0;0;0;1222;900;0;0;0;0;900;0;900;0;0;3;897;1218;898;0;898;0;2;896;4;2;0;2;0;1;1
47583;'J';'01';'014';'011';1145;0;0;0;0;1145;840;0;0;0;0;840;0;840;0;0;6;834;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47584;'L';'01';'014';'011';1145;0;0;0;0;1145;840;0;0;0;0;840;0;840;0;0;6;834;1144;839;0;839;0;6;833;1;1;0;1;0;0;1
47585;'J';'01';'014';'012';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47586;'L';'01';'014';'012';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47587;'J';'01';'014';'013';1194;0;0;0;0;1194;900;0;0;0;0;900;0;899;0;-1;7;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47588;'L';'01';'014';'013';1194;0;0;0;0;1194;900;0;0;0;0;900;0;900;0;0;9;891;1188;896;0;896;0;8;888;6;4;0;4;0;1;3
47589;'J';'01';'014';'014';1154;0;0;0;0;1154;723;0;0;0;0;723;0;723;0;0;9;714;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47590;'L';'01';'014';'014';1154;0;0;0;0;1154;723;0;0;0;0;723;0;722;0;0;7;715;1148;722;0;722;0;7;715;6;1;0;0;0;0;0
47591;'J';'01';'014';'015';1195;0;0;0;0;1195;816;0;0;0;0;816;0;816;0;0;5;811;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47592;'L';'01';'014';'015';1195;0;0;0;0;1195;816;0;0;0;0;816;0;815;0;0;5;810;1193;814;0;813;-1;5;808;2;2;0;2;0;0;2
47593;'J';'01';'014';'016';1119;0;0;0;0;1119;897;0;0;0;0;897;0;896;0;-1;6;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47594;'L';'01';'014';'016';1119;0;0;0;0;1119;897;0;0;0;0;897;0;897;0;0;5;892;1114;896;0;896;0;5;891;5;1;0;1;0;0;1
47595;'J';'01';'014';'017';1095;0;0;0;0;1095;836;0;0;0;0;836;1;833;0;-3;4;829;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47596;'L';'01';'014';'017';1095;0;0;0;0;1095;836;0;0;0;0;836;0;833;0;0;5;828;1091;832;0;829;-3;4;825;4;4;0;4;0;1;3
47597;'J';'01';'014';'018';1174;0;0;0;0;1174;875;0;0;0;0;875;0;873;0;-2;3;870;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47598;'L';'01';'014';'018';1174;0;0;0;0;1174;875;0;0;0;0;875;0;874;0;0;2;872;1171;873;0;872;-1;2;870;3;2;0;2;0;0;2
47599;'J';'01';'014';'019';1144;0;0;0;0;1144;914;0;0;0;0;914;0;919;0;5;37;882;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47600;'L';'01';'014';'019';1144;0;0;0;0;1144;923;0;0;0;0;923;0;919;0;0;6;913;1142;921;0;918;-3;6;912;2;2;0;1;0;0;1
47601;'J';'01';'014';'020';1175;0;0;0;0;1175;927;0;0;0;0;927;0;928;0;1;12;916;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47602;'L';'01';'014';'020';1175;0;0;0;0;1175;927;0;0;0;0;927;0;928;0;0;16;912;1173;926;0;927;1;16;911;2;1;0;1;0;0;1
47603;'J';'01';'014';'021';1093;0;0;0;0;1093;846;0;0;0;0;846;0;844;0;-2;4;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47604;'L';'01';'014';'021';1093;0;0;0;0;1093;846;0;0;0;0;846;0;844;0;0;3;841;1092;845;0;843;-2;3;840;1;1;0;1;0;0;1
47605;'J';'01';'014';'022';1324;0;0;0;0;1324;909;0;0;0;0;909;1;906;0;-3;10;896;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47606;'L';'01';'014';'022';1324;0;0;0;0;1324;909;0;0;0;0;909;0;908;0;0;7;901;1323;908;0;907;-1;7;900;1;1;0;1;0;0;1
47607;'J';'01';'014';'023';1295;0;8199;0;0;1295;632;7177;7142;0;0;632;0;633;0;1;11;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47608;'L';'01';'014';'023';1295;0;8199;0;0;1295;632;7177;7142;0;0;632;0;632;0;0;2;630;1293;632;0;632;0;2;630;2;0;0;0;0;0;0
47609;'J';'01';'014';'024';1196;0;0;0;0;1196;883;0;0;0;0;883;1;879;0;-4;2;877;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47610;'L';'01';'014';'024';1196;0;0;0;0;1196;883;0;0;0;0;883;0;883;0;0;1;882;1195;882;0;882;0;1;881;1;1;0;1;0;0;1
47611;'J';'01';'014';'025';1227;0;0;0;0;1227;974;0;0;0;0;974;0;973;0;-1;4;969;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47612;'L';'01';'014';'025';1227;0;0;0;0;1227;974;0;0;0;0;974;1;970;0;0;1;969;1227;974;1;970;-4;1;969;0;0;0;0;0;0;0
47613;'J';'01';'014';'026';1149;0;0;0;0;1149;888;0;0;0;0;888;0;887;0;-1;11;876;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47614;'L';'01';'014';'026';1149;0;0;0;0;1149;888;0;0;0;0;888;1;888;0;0;8;880;1147;886;1;886;0;8;878;2;2;0;2;0;0;2
47615;'J';'01';'014';'027';1253;0;0;0;0;1253;977;0;0;0;0;977;0;976;0;-1;6;970;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47616;'L';'01';'014';'027';1253;0;0;0;0;1253;977;0;0;0;0;977;0;975;0;0;3;972;1249;975;0;973;-2;1;972;4;2;0;2;0;2;0
47617;'J';'01';'014';'028';1163;0;0;0;0;1163;843;0;0;0;0;843;1;842;0;-1;7;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47618;'L';'01';'014';'028';1163;0;0;0;0;1163;843;0;0;0;0;843;0;842;0;0;2;840;1161;842;0;841;-1;2;839;2;1;0;1;0;0;1
47619;'J';'01';'014';'029';1174;0;0;0;0;1174;930;0;0;0;0;930;0;929;0;-1;4;925;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47620;'L';'01';'014';'029';1174;0;0;0;0;1174;930;0;0;0;0;930;0;928;0;0;9;919;1173;929;0;927;-2;9;918;1;1;0;1;0;0;1
47621;'J';'01';'014';'030';1175;0;0;0;0;1175;898;0;0;0;0;898;0;896;0;-2;4;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47622;'L';'01';'014';'030';1175;0;0;0;0;1175;899;0;0;0;0;899;0;897;0;0;3;894;1174;898;0;896;-2;3;893;1;1;0;1;0;0;1
47623;'J';'01';'014';'031';1333;0;0;0;0;1333;919;0;0;0;0;919;0;920;0;1;10;910;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47624;'L';'01';'014';'031';1333;0;0;0;0;1333;919;0;0;0;0;919;0;919;0;0;1;918;1333;919;0;919;0;1;918;0;0;0;0;0;0;0
47625;'J';'01';'014';'032';1218;0;0;0;0;1218;967;0;0;0;0;967;0;964;0;-3;7;957;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47626;'L';'01';'014';'032';1218;0;0;0;0;1218;967;0;0;0;0;967;0;967;0;0;5;962;1217;966;0;966;0;5;961;1;1;0;1;0;0;1
47627;'J';'01';'014';'033';1331;0;0;0;0;1331;1127;0;0;0;0;1127;0;1127;0;0;6;1121;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47628;'L';'01';'014';'033';1331;0;0;0;0;1331;1127;0;0;0;0;1127;0;1127;0;0;4;1123;1331;1127;0;1127;0;4;1123;0;0;0;0;0;0;0
47629;'J';'01';'014';'034';1216;0;0;0;0;1216;952;0;0;0;0;952;0;951;0;-1;6;945;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47630;'L';'01';'014';'034';1216;0;0;0;0;1216;952;0;0;0;0;952;0;951;0;0;5;946;1215;952;0;951;-1;5;946;1;0;0;0;0;0;0
47631;'J';'01';'014';'035';1244;0;0;0;0;1244;1027;0;0;0;0;1027;0;1026;0;-1;9;1017;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47632;'L';'01';'014';'035';1244;0;0;0;0;1244;1027;0;0;0;0;1027;0;1026;0;0;9;1017;1243;1026;0;1025;-1;9;1016;1;1;0;1;0;0;1
47633;'J';'01';'014';'036';1119;0;0;0;0;1119;951;0;0;0;0;951;0;949;0;-2;6;943;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47634;'L';'01';'014';'036';1119;0;0;0;0;1119;951;0;0;0;0;951;0;951;0;0;3;948;1119;951;0;951;0;3;948;0;0;0;0;0;0;0
47635;'J';'01';'014';'037';993;0;0;0;0;993;804;0;0;0;0;804;0;804;0;0;2;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47636;'L';'01';'014';'037';993;0;0;0;0;993;804;0;0;0;0;804;0;804;0;0;10;794;992;803;0;803;0;10;793;1;1;0;1;0;0;1
47637;'J';'01';'014';'038';1331;0;0;0;0;1331;1065;0;0;0;0;1065;0;1063;0;-2;7;1056;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47638;'L';'01';'014';'038';1331;0;0;0;0;1331;1065;0;0;0;0;1065;0;1064;0;0;2;1062;1327;1061;0;1060;-1;2;1058;4;4;0;4;0;0;4
47639;'J';'01';'014';'039';1194;0;0;0;0;1194;966;0;0;0;0;966;0;966;0;0;13;953;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47640;'L';'01';'014';'039';1194;0;0;0;0;1194;966;0;0;0;0;966;0;965;0;0;4;961;1192;964;0;963;-1;4;959;2;2;0;2;0;0;2
47641;'J';'01';'014';'040';1310;0;0;0;0;1310;1020;0;0;0;0;1020;0;1012;0;-8;19;993;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47642;'L';'01';'014';'040';1310;0;0;0;0;1310;1020;0;0;0;0;1020;0;1012;0;0;9;1003;1309;1019;0;1011;-8;9;1002;1;1;0;1;0;0;1
47643;'J';'01';'014';'041';1116;0;0;0;0;1116;914;0;0;0;0;914;0;914;0;0;10;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47644;'L';'01';'014';'041';1116;0;0;0;0;1116;914;0;0;0;0;914;0;913;0;0;9;904;1109;907;0;906;-1;8;898;7;7;0;7;0;1;6
47645;'J';'01';'014';'042';1191;0;0;0;0;1191;998;0;0;0;0;998;0;998;0;0;10;988;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47646;'L';'01';'014';'042';1191;0;0;0;0;1191;998;0;0;0;0;998;0;998;0;0;8;990;1187;995;0;995;0;6;989;4;3;0;3;0;2;1
47647;'J';'01';'014';'043';1033;0;0;0;0;1033;866;0;0;0;0;866;0;866;0;0;9;857;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47648;'L';'01';'014';'043';1033;0;0;0;0;1033;872;0;0;0;0;872;0;867;0;0;5;862;1027;866;0;861;-5;4;857;6;6;0;6;0;1;5
47649;'J';'01';'014';'044';1096;0;0;0;0;1096;886;0;0;0;0;886;0;886;0;0;19;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47650;'L';'01';'014';'044';1096;0;0;0;0;1096;886;0;0;0;0;886;0;885;0;0;5;880;1094;884;0;883;-1;5;878;2;2;0;2;0;0;2
47651;'J';'01';'014';'045';1235;0;0;0;0;1235;914;0;0;0;0;914;0;912;0;-2;6;906;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47652;'L';'01';'014';'045';1235;0;0;0;0;1235;914;0;0;0;0;914;0;913;0;0;5;908;1235;914;0;913;-1;5;908;0;0;0;0;0;0;0
47653;'J';'01';'014';'046';1199;0;0;0;0;1199;945;0;0;0;0;945;0;943;0;-2;12;931;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47654;'L';'01';'014';'046';1199;0;0;0;0;1199;945;0;0;0;0;945;0;945;0;0;19;926;1199;945;0;945;0;19;926;0;0;0;0;0;0;0
47655;'J';'01';'014';'047';1212;0;0;0;0;1212;994;0;0;0;0;994;0;994;0;0;24;970;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47656;'L';'01';'014';'047';1212;0;0;0;0;1212;994;0;0;0;0;994;0;994;0;0;3;991;1209;991;0;991;0;3;988;3;3;0;3;0;0;3
47657;'J';'01';'014';'048';1141;0;0;0;0;1141;838;0;0;0;0;838;0;838;0;0;10;828;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47658;'L';'01';'014';'048';1141;0;0;0;0;1141;838;0;0;0;0;838;0;838;0;0;12;826;1141;838;0;838;0;12;826;0;0;0;0;0;0;0
47659;'J';'01';'014';'049';1042;0;0;0;0;1042;769;0;0;0;0;769;0;767;0;-2;6;761;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47660;'L';'01';'014';'049';1042;0;0;0;0;1042;769;0;0;0;0;769;0;768;0;0;3;765;1042;769;0;768;-1;3;765;0;0;0;0;0;0;0
47661;'J';'01';'014';'050';1106;0;0;0;0;1106;800;0;0;0;0;800;0;800;0;0;3;797;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47662;'L';'01';'014';'050';1106;0;0;0;0;1106;801;0;0;0;0;801;0;800;0;0;0;800;1105;800;0;799;-1;0;799;1;1;0;1;0;0;1
47663;'J';'01';'014';'051';1145;0;0;0;0;1145;850;0;0;0;0;850;0;850;0;0;1;849;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47664;'L';'01';'014';'051';1145;0;0;0;0;1145;850;0;0;0;0;850;0;850;0;0;5;845;1142;848;0;848;0;3;845;3;2;0;2;0;2;0
47665;'J';'01';'014';'052';1080;0;0;0;0;1080;784;0;0;0;0;784;0;778;0;-6;6;772;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47666;'L';'01';'014';'052';1080;0;0;0;0;1080;784;0;0;0;0;784;0;792;0;0;77;715;1080;784;0;792;8;77;715;0;0;0;0;0;0;0
47667;'J';'01';'014';'053';1146;0;0;0;0;1146;815;0;0;0;0;815;1;813;0;-2;7;806;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47668;'L';'01';'014';'053';1146;0;0;0;0;1146;815;0;0;0;0;815;0;814;0;0;7;807;1145;815;0;814;-1;7;807;1;0;0;0;0;0;0
47669;'J';'01';'014';'054';1169;0;0;0;0;1169;844;0;0;0;0;844;0;834;0;-10;3;831;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47670;'L';'01';'014';'054';1169;0;0;0;0;1169;844;0;0;0;0;844;0;843;0;0;3;840;1169;844;0;843;-1;3;840;0;0;0;0;0;0;0
47671;'J';'01';'014';'055';1231;0;0;0;0;1231;997;0;0;0;0;997;0;997;0;0;6;991;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47672;'L';'01';'014';'055';1231;0;0;0;0;1231;997;0;0;0;0;997;0;997;0;0;7;990;1230;997;0;997;0;7;990;1;0;0;0;0;0;0
47673;'J';'01';'014';'056';1172;0;0;0;0;1172;926;0;0;0;0;926;0;923;0;-3;3;920;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47674;'L';'01';'014';'056';1172;0;0;0;0;1172;926;0;0;0;0;926;0;924;0;0;5;919;1167;921;0;919;-2;4;915;5;5;0;5;0;1;4
48093;'J';'01';'014';'057';1113;0;0;0;0;1113;889;0;0;0;0;889;0;888;0;-1;3;885;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48094;'L';'01';'014';'057';1113;0;0;0;0;1113;891;0;0;0;0;891;0;889;0;0;2;887;1111;889;0;887;-2;2;885;2;2;0;2;0;0;2
48095;'J';'01';'014';'058';1256;0;0;0;0;1256;897;0;0;0;0;897;1;896;0;-1;6;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48096;'L';'01';'014';'058';1255;0;0;0;0;1255;897;0;0;0;0;897;1;875;0;0;1;874;1255;897;1;875;-22;1;874;0;0;0;0;0;0;0
48097;'J';'01';'014';'059';1197;0;0;0;0;1197;914;0;0;0;0;914;0;914;0;0;5;909;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48098;'L';'01';'014';'059';1197;0;0;0;0;1197;914;0;0;0;0;914;0;913;0;0;4;909;1196;913;0;913;0;4;909;1;1;0;0;0;0;0
48099;'J';'01';'014';'060';1224;0;0;0;0;1224;965;0;0;0;0;965;0;963;0;-2;6;957;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48100;'L';'01';'014';'060';1224;0;0;0;0;1224;965;0;0;0;0;965;0;965;0;0;3;962;1223;964;0;964;0;3;961;1;1;0;1;0;0;1
48101;'J';'01';'014';'061';1259;0;0;0;0;1259;1062;0;0;0;0;1062;0;1062;0;0;4;1058;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48102;'L';'01';'014';'061';1259;0;0;0;0;1259;1062;0;0;0;0;1062;0;1060;0;0;4;1056;1256;1061;0;1059;-2;4;1055;3;1;0;1;0;0;1
48103;'J';'01';'014';'062';1199;0;0;0;0;1199;994;0;0;0;0;994;0;994;0;0;11;983;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48104;'L';'01';'014';'062';1199;0;0;0;0;1199;994;0;0;0;0;994;0;991;0;0;2;989;1193;988;0;987;-1;1;986;6;6;0;4;0;1;3
48105;'J';'01';'014';'063';1098;0;0;0;0;1098;932;0;0;0;0;932;0;925;0;-7;7;918;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48106;'L';'01';'014';'063';1098;0;0;0;0;1098;932;0;0;0;0;932;0;932;0;0;2;930;1097;931;0;931;0;2;929;1;1;0;1;0;0;1
48107;'J';'01';'014';'064';1145;0;0;0;0;1145;923;0;0;0;0;923;0;923;0;0;7;916;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48108;'L';'01';'014';'064';1145;0;0;0;0;1145;923;0;0;0;0;923;0;923;0;0;4;919;1145;923;0;923;0;4;919;0;0;0;0;0;0;0
48109;'J';'01';'014';'065';1021;0;0;0;0;1021;831;0;0;0;0;831;0;831;0;0;16;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48110;'L';'01';'014';'065';1021;0;0;0;0;1021;831;0;0;0;0;831;0;831;0;0;9;822;1020;831;0;831;0;9;822;1;0;0;0;0;0;0
48111;'J';'01';'014';'066';1178;0;0;0;0;1178;890;0;0;0;0;890;0;890;0;0;4;886;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48112;'L';'01';'014';'066';1178;0;0;0;0;1178;890;0;0;0;0;890;0;889;0;0;1;888;1175;888;0;887;-1;1;886;3;2;0;2;0;0;2
48113;'J';'01';'014';'067';1086;0;0;0;0;1086;728;0;0;0;0;728;0;728;0;0;8;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48114;'L';'01';'014';'067';1086;0;0;0;0;1086;728;0;0;0;0;728;0;728;0;0;6;722;1085;728;0;728;0;6;722;1;0;0;0;0;0;0
48115;'J';'01';'014';'068';1143;0;0;0;0;1143;913;0;0;0;0;913;0;913;0;0;4;909;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48116;'L';'01';'014';'068';1143;0;0;0;0;1143;913;0;0;0;0;913;0;913;0;0;6;907;1142;913;0;913;0;6;907;1;0;0;0;0;0;0
48117;'J';'01';'014';'069';1074;0;0;0;0;1074;832;0;0;0;0;832;0;832;0;0;5;827;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48118;'L';'01';'014';'069';1074;0;0;0;0;1074;832;0;0;0;0;832;0;832;0;0;15;817;1072;831;0;832;1;15;817;2;1;0;0;0;0;0
48119;'J';'01';'014';'070';1084;0;0;0;0;1084;871;0;0;0;0;871;0;871;0;0;7;864;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48120;'L';'01';'014';'070';1084;0;0;0;0;1084;871;0;0;0;0;871;0;871;0;0;4;867;1081;868;0;868;0;3;865;3;3;0;3;0;1;2
48121;'J';'01';'014';'071';1187;0;0;0;0;1187;913;0;0;0;0;913;0;913;0;0;8;905;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48122;'L';'01';'014';'071';1187;0;0;0;0;1187;913;0;0;0;0;913;0;913;0;0;9;904;1186;912;0;912;0;8;904;1;1;0;1;0;1;0
48123;'J';'01';'014';'072';1222;0;0;0;0;1222;905;0;0;0;0;905;0;904;0;-1;5;899;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48124;'L';'01';'014';'072';1222;0;0;0;0;1222;905;0;0;0;0;905;2;905;0;0;7;898;1217;900;2;900;0;7;893;5;5;0;5;0;0;5
48125;'J';'01';'014';'073';1332;0;0;0;0;1332;1072;0;0;0;0;1072;0;1069;0;-3;24;1045;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48126;'L';'01';'014';'073';1332;0;0;0;0;1332;1072;0;0;0;0;1072;0;1069;0;0;8;1061;1329;1070;0;1067;-3;8;1059;3;2;0;2;0;0;2
48127;'J';'01';'014';'074';1213;0;0;0;0;1213;895;0;0;0;0;895;0;894;0;-1;10;884;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48128;'L';'01';'014';'074';1213;0;0;0;0;1213;895;0;0;0;0;895;0;895;0;0;3;892;1211;893;0;893;0;3;890;2;2;0;2;0;0;2
48129;'J';'01';'014';'075';1111;0;0;0;0;1111;871;0;0;0;0;871;0;871;0;0;5;866;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48130;'L';'01';'014';'075';1111;0;0;0;0;1111;871;0;0;0;0;871;0;871;0;0;2;869;1111;871;0;871;0;2;869;0;0;0;0;0;0;0
48131;'J';'01';'015';'001';827;0;0;0;0;827;662;0;0;0;0;662;0;662;0;0;1;661;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48132;'L';'01';'015';'001';827;0;0;0;0;827;662;0;0;0;0;662;0;662;0;0;0;662;827;662;0;662;0;0;662;0;0;0;0;0;0;0
48133;'J';'01';'015';'002';848;0;0;0;0;848;689;0;0;0;0;689;0;689;0;0;6;683;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48134;'L';'01';'015';'002';848;0;0;0;0;848;689;0;0;0;0;689;0;686;0;0;4;682;847;688;0;685;-3;3;682;1;1;0;1;0;1;0
48135;'J';'01';'015';'003';1127;0;0;0;0;1127;910;0;0;0;0;910;0;910;0;0;4;906;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48136;'L';'01';'015';'003';1127;0;0;0;0;1127;910;0;0;0;0;910;0;910;0;0;3;907;1127;910;0;910;0;3;907;0;0;0;0;0;0;0
48137;'J';'01';'015';'004';918;0;0;0;0;918;694;0;0;0;0;694;0;694;0;0;3;691;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48138;'L';'01';'015';'004';918;0;0;0;0;918;694;0;0;0;0;694;0;694;0;0;2;692;917;693;0;693;0;2;691;1;1;0;1;0;0;1
48139;'J';'01';'015';'005';772;0;0;0;0;772;626;0;0;0;0;626;0;621;0;-5;4;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48140;'L';'01';'015';'005';772;0;0;0;0;772;626;0;0;0;0;626;0;626;0;0;0;626;771;625;0;625;0;0;625;1;1;0;1;0;0;1
48141;'J';'01';'015';'006';1097;0;0;0;0;1097;853;0;0;0;0;853;0;852;0;-1;7;845;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48142;'L';'01';'015';'006';1097;0;0;0;0;1097;853;0;0;0;0;853;0;853;0;0;2;851;1097;853;0;853;0;2;851;0;0;0;0;0;0;0
48143;'J';'01';'015';'007';784;0;0;0;0;784;603;0;0;0;0;603;0;602;0;-1;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48144;'L';'01';'015';'007';784;0;0;0;0;784;603;0;0;0;0;603;0;602;0;0;1;601;783;602;0;601;-1;1;600;1;1;0;1;0;0;1
48145;'J';'01';'015';'008';767;0;0;0;0;767;597;0;0;0;0;597;0;597;0;0;1;596;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48146;'L';'01';'015';'008';767;0;0;0;0;767;597;0;0;0;0;597;0;597;0;0;4;593;767;597;0;597;0;4;593;0;0;0;0;0;0;0
48147;'J';'01';'015';'009';843;0;0;0;0;843;610;0;0;0;0;610;0;609;0;-1;5;604;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48148;'L';'01';'015';'009';843;0;0;0;0;843;610;0;0;0;0;610;0;610;0;0;2;608;842;610;0;610;0;2;608;1;0;0;0;0;0;0
48149;'J';'01';'015';'010';818;0;0;0;0;818;594;0;0;0;0;594;0;594;0;0;3;591;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48150;'L';'01';'015';'010';818;0;0;0;0;818;594;0;0;0;0;594;0;593;0;0;3;590;817;594;0;593;-1;3;590;1;0;0;0;0;0;0
48151;'J';'01';'015';'011';819;0;0;0;0;819;605;0;0;0;0;605;0;605;0;0;5;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48152;'L';'01';'015';'011';819;0;0;0;0;819;605;0;0;0;0;605;0;605;0;0;3;602;819;605;0;605;0;3;602;0;0;0;0;0;0;0
48153;'J';'01';'015';'012';1105;0;0;0;0;1105;762;0;0;0;0;762;0;762;0;0;8;754;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48154;'L';'01';'015';'012';1105;0;0;0;0;1105;763;0;0;0;0;763;0;762;0;0;4;758;1097;759;0;758;-1;4;754;8;4;0;4;0;0;4
