jfid;valtip;maz;taz;sorsz;a;b;bo;c;d;e;f;g;i1;i2;i3;j;o;k1;k2;l;m;n;pa;pf;po;pk;pl;pm;pn;na;nf;no;nk;nl;nm;nn
61787;'J';'09';'018';'060';1339;0;0;0;0;1339;918;0;0;0;0;918;0;918;0;0;3;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61788;'L';'09';'018';'060';1339;0;0;0;0;1339;918;0;0;0;0;918;0;918;0;0;1;917;1339;918;0;918;0;1;917;0;0;0;0;0;0;0
61789;'J';'09';'018';'061';1352;0;0;0;0;1352;891;0;0;0;0;891;0;891;0;0;4;887;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61790;'L';'09';'018';'061';1352;0;0;0;0;1352;891;0;0;0;0;891;0;886;0;0;5;881;1351;890;0;885;-5;4;881;1;1;0;1;0;1;0
61791;'J';'09';'018';'062';1225;0;0;0;0;1225;843;0;0;0;0;843;1;843;0;0;5;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61792;'L';'09';'018';'062';1225;0;0;0;0;1225;843;0;0;0;0;843;0;845;0;0;29;816;1225;843;0;845;2;29;816;0;0;0;0;0;0;0
61793;'J';'09';'018';'063';1235;0;0;0;0;1235;842;0;0;0;0;842;0;840;0;-2;9;831;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61794;'L';'09';'018';'063';1235;0;0;0;0;1235;842;0;0;0;0;842;0;842;0;0;6;836;1235;842;0;842;0;6;836;0;0;0;0;0;0;0
61795;'J';'09';'018';'064';1199;0;0;0;0;1199;782;0;0;0;0;782;0;782;0;0;12;770;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61796;'L';'09';'018';'064';1199;0;0;0;0;1199;782;0;0;0;0;782;0;782;0;0;5;777;1199;782;0;782;0;5;777;0;0;0;0;0;0;0
61797;'J';'09';'018';'065';1359;0;0;0;0;1359;888;0;0;0;0;888;0;887;0;-1;5;882;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61798;'L';'09';'018';'065';1359;0;0;0;0;1359;888;0;0;0;0;888;0;887;0;0;4;883;1359;888;0;887;-1;4;883;0;0;0;0;0;0;0
61799;'J';'09';'018';'066';1159;0;0;0;0;1159;782;0;0;0;0;782;0;782;0;0;3;779;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61800;'L';'09';'018';'066';1159;0;0;0;0;1159;782;0;0;0;0;782;0;782;0;0;3;779;1159;782;0;782;0;3;779;0;0;0;0;0;0;0
61801;'J';'09';'018';'067';1347;0;0;0;0;1347;919;0;0;0;0;919;3;916;0;-3;3;913;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61802;'L';'09';'018';'067';1347;0;0;0;0;1347;919;0;0;0;0;919;0;918;0;0;4;914;1347;919;0;918;-1;4;914;0;0;0;0;0;0;0
61803;'J';'09';'018';'068';1205;0;0;0;0;1205;908;0;0;0;0;908;0;908;0;0;4;904;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61804;'L';'09';'018';'068';1205;0;0;0;0;1205;908;0;0;0;0;908;0;908;0;0;3;905;1204;907;0;907;0;3;904;1;1;0;1;0;0;1
61805;'J';'09';'018';'069';1320;0;0;0;0;1320;873;0;0;0;0;873;0;872;0;-1;5;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61806;'L';'09';'018';'069';1320;0;0;0;0;1320;873;0;0;0;0;873;0;873;0;0;11;862;1319;873;0;873;0;11;862;1;0;0;0;0;0;0
61807;'J';'09';'018';'070';1089;0;0;0;0;1089;771;0;0;0;0;771;1;769;0;-2;5;764;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61808;'L';'09';'018';'070';1089;0;0;0;0;1089;771;0;0;0;0;771;0;771;0;0;3;768;1089;771;0;771;0;3;768;0;0;0;0;0;0;0
61809;'J';'09';'018';'071';1374;0;0;0;0;1374;986;0;0;0;0;986;0;986;0;0;1;985;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61810;'L';'09';'018';'071';1374;0;0;0;0;1374;986;0;0;0;0;986;0;986;0;0;1;985;1374;986;0;986;0;1;985;0;0;0;0;0;0;0
61811;'J';'09';'018';'072';554;0;0;0;0;554;398;0;0;0;0;398;0;398;0;0;4;394;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61812;'L';'09';'018';'072';554;0;0;0;0;554;398;0;0;0;0;398;0;398;0;0;4;394;554;398;0;398;0;4;394;0;0;0;0;0;0;0
61813;'J';'09';'018';'073';1382;0;0;0;0;1382;875;0;0;0;0;875;0;868;0;-7;8;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61814;'L';'09';'018';'073';1382;0;0;0;0;1382;875;0;0;0;0;875;0;873;0;0;7;866;1379;872;0;870;-2;7;863;3;3;0;3;0;0;3
61815;'J';'09';'018';'074';1412;0;0;0;0;1412;900;0;0;0;0;900;0;900;0;0;8;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61816;'L';'09';'018';'074';1412;0;0;0;0;1412;900;0;0;0;0;900;0;900;0;0;5;895;1410;898;0;898;0;5;893;2;2;0;2;0;0;2
61817;'J';'09';'018';'075';1350;0;0;0;0;1350;887;0;0;0;0;887;0;887;0;0;6;881;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61818;'L';'09';'018';'075';1350;0;0;0;0;1350;887;0;0;0;0;887;0;887;0;0;2;885;1348;886;0;886;0;2;884;2;1;0;1;0;0;1
61819;'J';'09';'018';'076';955;0;0;0;0;955;618;0;0;0;0;618;0;615;0;-3;5;610;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61820;'L';'09';'018';'076';955;0;0;0;0;955;618;0;0;0;0;618;0;618;0;0;3;615;955;618;0;618;0;3;615;0;0;0;0;0;0;0
61821;'J';'09';'018';'077';802;0;0;0;0;802;648;0;0;0;0;648;0;648;0;0;3;645;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61822;'L';'09';'018';'077';802;0;0;0;0;802;648;0;0;0;0;648;0;648;0;0;0;648;800;647;0;647;0;0;647;2;1;0;1;0;0;1
61823;'J';'09';'018';'078';1356;0;0;0;0;1356;1067;0;0;0;0;1067;0;1065;0;-2;14;1051;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61824;'L';'09';'018';'078';1356;0;0;0;0;1356;1067;0;0;0;0;1067;0;1066;0;0;10;1056;1349;1060;0;1059;-1;9;1050;7;7;0;7;0;1;6
61825;'J';'09';'018';'079';1123;0;0;0;0;1123;753;0;0;0;0;753;0;751;0;-2;6;745;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61826;'L';'09';'018';'079';1123;0;0;0;0;1123;753;0;0;0;0;753;0;752;0;0;2;750;1122;752;0;751;-1;1;750;1;1;0;1;0;1;0
61827;'J';'09';'018';'080';1250;0;0;0;0;1250;806;0;0;0;0;806;0;806;0;0;12;794;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61828;'L';'09';'018';'080';1250;0;0;0;0;1250;806;0;0;0;0;806;0;806;0;0;3;803;1250;806;0;806;0;3;803;0;0;0;0;0;0;0
61829;'J';'09';'018';'081';1300;0;0;0;0;1300;772;0;0;0;0;772;0;771;0;-1;3;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61830;'L';'09';'018';'081';1300;0;0;0;0;1300;772;0;0;0;0;772;0;771;0;0;2;769;1300;772;0;771;-1;2;769;0;0;0;0;0;0;0
61831;'J';'09';'018';'082';1262;0;0;0;0;1262;842;0;0;0;0;842;0;842;0;0;5;837;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61832;'L';'09';'018';'082';1262;0;0;0;0;1262;842;0;0;0;0;842;0;842;0;0;3;839;1261;842;0;842;0;3;839;1;0;0;0;0;0;0
61833;'J';'09';'018';'083';1176;0;0;0;0;1176;814;0;0;0;0;814;2;810;0;-4;18;792;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61834;'L';'09';'018';'083';1176;0;0;0;0;1176;814;0;0;0;0;814;1;810;0;0;9;801;1176;814;1;810;-4;9;801;0;0;0;0;0;0;0
61835;'J';'09';'018';'084';1180;0;0;0;0;1180;813;0;0;0;0;813;0;815;0;2;32;783;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61836;'L';'09';'018';'084';1180;0;0;0;0;1180;813;0;0;0;0;813;0;811;0;0;6;805;1179;813;0;811;-2;6;805;1;0;0;0;0;0;0
61837;'J';'09';'018';'085';1318;0;0;0;0;1318;897;0;0;0;0;897;0;891;0;-6;5;886;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61838;'L';'09';'018';'085';1318;0;0;0;0;1318;897;0;0;0;0;897;1;890;0;0;3;887;1318;897;1;890;-7;3;887;0;0;0;0;0;0;0
61839;'J';'09';'018';'086';1258;0;0;0;0;1258;852;0;0;0;0;852;0;850;0;-2;15;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61840;'L';'09';'018';'086';1257;0;0;0;0;1257;852;0;0;0;0;852;0;847;0;0;27;820;1256;852;0;847;-5;27;820;1;0;0;0;0;0;0
61841;'J';'09';'018';'087';855;0;0;0;0;855;692;0;0;0;0;692;0;691;0;-1;3;688;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61842;'L';'09';'018';'087';855;0;0;0;0;855;692;0;0;0;0;692;1;691;0;0;3;688;854;691;1;690;-1;2;688;1;1;0;1;0;1;0
61843;'J';'09';'018';'088';1219;0;0;0;0;1219;758;0;0;0;0;758;0;754;0;-4;10;744;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61844;'L';'09';'018';'088';1219;0;0;0;0;1219;758;0;0;0;0;758;0;756;0;0;1;755;1218;757;0;755;-2;1;754;1;1;0;1;0;0;1
61845;'J';'09';'018';'089';1302;0;0;0;0;1302;864;0;0;0;0;864;0;862;0;-2;9;853;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61846;'L';'09';'018';'089';1302;0;0;0;0;1302;864;0;0;0;0;864;0;864;0;0;9;855;1300;862;0;862;0;8;854;2;2;0;2;0;1;1
61847;'J';'09';'018';'090';1254;0;0;0;0;1254;910;0;0;0;0;910;0;909;0;-1;8;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61848;'L';'09';'018';'090';1254;0;0;0;0;1254;910;0;0;0;0;910;0;910;0;0;1;909;1253;910;0;910;0;1;909;1;0;0;0;0;0;0
61849;'J';'09';'018';'091';1365;0;0;0;0;1365;896;0;0;0;0;896;0;887;0;-9;9;878;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61850;'L';'09';'018';'091';1365;0;0;0;0;1365;896;0;0;0;0;896;0;895;0;0;5;890;1363;894;0;893;-1;5;888;2;2;0;2;0;0;2
61851;'J';'09';'018';'092';1333;0;0;0;0;1333;896;0;0;0;0;896;0;896;0;0;2;894;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61852;'L';'09';'018';'092';1333;0;0;0;0;1333;896;0;0;0;0;896;0;895;0;0;6;889;1331;894;0;894;0;6;888;2;2;0;1;0;0;1
61853;'J';'09';'018';'093';766;0;0;0;0;766;560;0;0;0;0;560;0;560;0;0;7;553;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61854;'L';'09';'018';'093';766;0;0;0;0;766;560;0;0;0;0;560;0;560;0;0;2;558;765;559;0;559;0;2;557;1;1;0;1;0;0;1
61855;'J';'09';'018';'094';1098;0;0;0;0;1098;864;0;0;0;0;864;0;864;0;0;7;857;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61856;'L';'09';'018';'094';1098;0;0;0;0;1098;864;0;0;0;0;864;0;864;0;0;4;860;1096;862;0;862;0;4;858;2;2;0;2;0;0;2
61857;'J';'09';'018';'095';1267;0;0;0;0;1267;925;0;0;0;0;925;0;925;0;0;11;914;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61858;'L';'09';'018';'095';1267;0;0;0;0;1267;925;0;0;0;0;925;0;925;0;0;7;918;1265;925;0;925;0;7;918;2;0;0;0;0;0;0
61859;'J';'09';'018';'096';1225;0;0;0;0;1225;967;0;0;0;0;967;0;965;0;-2;16;949;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61860;'L';'09';'018';'096';1225;0;0;0;0;1225;967;0;0;0;0;967;0;966;0;0;9;957;1223;965;0;964;-1;9;955;2;2;0;2;0;0;2
61861;'J';'09';'018';'097';522;0;0;0;0;522;364;0;0;0;0;364;0;364;0;0;5;359;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61862;'L';'09';'018';'097';522;0;0;0;0;522;364;0;0;0;0;364;0;364;0;0;1;363;522;364;0;364;0;1;363;0;0;0;0;0;0;0
61863;'J';'09';'018';'098';1247;0;0;0;0;1247;922;0;0;0;0;922;0;920;0;-2;4;916;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61864;'L';'09';'018';'098';1247;0;0;0;0;1247;922;0;0;0;0;922;0;921;0;0;6;915;1247;922;0;921;-1;6;915;0;0;0;0;0;0;0
61865;'J';'09';'018';'099';1183;0;0;0;0;1183;878;0;0;0;0;878;0;878;0;0;13;865;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61866;'L';'09';'018';'099';1183;0;0;0;0;1183;878;0;0;0;0;878;0;878;0;0;7;871;1183;878;0;878;0;7;871;0;0;0;0;0;0;0
61867;'J';'09';'018';'100';1308;0;0;0;0;1308;881;0;0;0;0;881;0;879;0;-2;8;871;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61868;'L';'09';'018';'100';1308;0;0;0;0;1308;881;0;0;0;0;881;0;881;0;0;8;873;1308;881;0;881;0;8;873;0;0;0;0;0;0;0
61869;'J';'09';'018';'101';1236;0;0;0;0;1236;849;0;0;0;0;849;0;849;0;0;9;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61870;'L';'09';'018';'101';1236;0;0;0;0;1236;849;0;0;0;0;849;0;850;0;0;27;823;1236;849;0;850;1;27;823;0;0;0;0;0;0;0
61871;'J';'09';'018';'102';1252;0;0;0;0;1252;865;0;0;0;0;865;0;862;0;-3;9;853;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61872;'L';'09';'018';'102';1252;0;0;0;0;1252;865;0;0;0;0;865;0;863;0;0;4;859;1252;865;0;863;-2;4;859;0;0;0;0;0;0;0
61873;'J';'09';'018';'103';789;0;0;0;0;789;522;0;0;0;0;522;0;520;0;-2;6;514;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61874;'L';'09';'018';'103';789;0;0;0;0;789;522;0;0;0;0;522;0;521;0;0;1;520;789;522;0;521;-1;1;520;0;0;0;0;0;0;0
61875;'J';'09';'018';'104';396;0;0;0;0;396;305;0;0;0;0;305;0;305;0;0;5;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61876;'L';'09';'018';'104';396;0;0;0;0;396;305;0;0;0;0;305;0;305;0;0;4;301;396;305;0;305;0;4;301;0;0;0;0;0;0;0
61877;'J';'09';'018';'105';1187;0;0;0;0;1187;896;0;0;0;0;896;0;894;0;-2;5;889;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61878;'L';'09';'018';'105';1187;0;0;0;0;1187;896;0;0;0;0;896;0;894;0;0;4;890;1184;894;0;892;-2;4;888;3;2;0;2;0;0;2
61879;'J';'09';'018';'106';813;0;0;0;0;813;682;0;0;0;0;682;0;682;0;0;5;677;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61880;'L';'09';'018';'106';813;0;0;0;0;813;682;0;0;0;0;682;0;680;0;0;3;677;813;682;0;680;-2;3;677;0;0;0;0;0;0;0
61881;'J';'09';'018';'107';1232;0;0;0;0;1232;808;0;0;0;0;808;1;807;0;-1;5;802;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61882;'L';'09';'018';'107';1232;0;0;0;0;1232;808;0;0;0;0;808;0;808;0;0;1;807;1232;808;0;808;0;1;807;0;0;0;0;0;0;0
61883;'J';'09';'018';'108';829;0;0;0;0;829;624;0;0;0;0;624;0;624;0;0;3;621;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61884;'L';'09';'018';'108';829;0;0;0;0;829;624;0;0;0;0;624;0;624;0;0;2;622;829;624;0;624;0;2;622;0;0;0;0;0;0;0
61885;'J';'09';'018';'109';1255;0;0;0;0;1255;872;0;0;0;0;872;0;872;0;0;5;867;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61886;'L';'09';'018';'109';1255;0;0;0;0;1255;872;0;0;0;0;872;0;872;0;0;8;864;1254;871;0;871;0;8;863;1;1;0;1;0;0;1
61887;'J';'09';'018';'110';1156;0;0;0;0;1156;816;0;0;0;0;816;0;813;0;-3;4;809;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61888;'L';'09';'018';'110';1156;0;0;0;0;1156;816;0;0;0;0;816;0;816;0;0;1;815;1153;813;0;813;0;1;812;3;3;0;3;0;0;3
61889;'J';'09';'018';'111';1242;0;0;0;0;1242;917;0;0;0;0;917;0;917;0;0;27;890;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61890;'L';'09';'018';'111';1242;0;0;0;0;1242;917;0;0;0;0;917;0;917;0;0;13;904;1242;917;0;917;0;13;904;0;0;0;0;0;0;0
61891;'J';'09';'018';'112';1161;0;0;0;0;1161;801;0;0;0;0;801;0;801;0;0;8;793;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61892;'L';'09';'018';'112';1161;0;0;0;0;1161;801;0;0;0;0;801;0;801;0;0;3;798;1161;801;0;801;0;3;798;0;0;0;0;0;0;0
61893;'J';'09';'018';'113';1088;0;0;0;0;1088;816;0;0;0;0;816;0;815;0;-1;7;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61894;'L';'09';'018';'113';1088;0;0;0;0;1088;816;0;0;0;0;816;0;815;0;0;1;814;1087;815;0;814;-1;1;813;1;1;0;1;0;0;1
61895;'J';'09';'018';'114';1269;0;0;0;0;1269;881;0;0;0;0;881;0;876;0;-5;4;872;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61896;'L';'09';'018';'114';1269;0;0;0;0;1269;881;0;0;0;0;881;0;880;0;0;2;878;1269;881;0;880;-1;2;878;0;0;0;0;0;0;0
61897;'J';'09';'018';'115';1084;0;0;0;0;1084;620;0;0;0;0;620;0;620;0;0;2;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61898;'L';'09';'018';'115';1084;0;0;0;0;1084;620;0;0;0;0;620;0;620;0;0;3;617;1083;620;0;620;0;3;617;1;0;0;0;0;0;0
61899;'J';'09';'018';'116';651;0;0;0;0;651;513;0;0;0;0;513;0;512;0;-1;4;508;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61900;'L';'09';'018';'116';651;0;0;0;0;651;513;0;0;0;0;513;0;512;0;0;3;509;650;513;0;512;-1;3;509;1;0;0;0;0;0;0
61901;'J';'09';'018';'117';1156;0;0;0;0;1156;951;0;0;0;0;951;0;945;0;-6;3;942;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61902;'L';'09';'018';'117';1156;0;0;0;0;1156;951;0;0;0;0;951;0;947;0;0;2;945;1152;947;0;943;-4;2;941;4;4;0;4;0;0;4
61903;'J';'09';'018';'118';1315;0;0;0;0;1315;1092;0;0;0;0;1092;0;1091;0;-1;2;1089;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61904;'L';'09';'018';'118';1315;0;0;0;0;1315;1092;0;0;0;0;1092;0;1092;0;0;2;1090;1313;1091;0;1091;0;2;1089;2;1;0;1;0;0;1
61905;'J';'09';'018';'119';826;0;0;0;0;826;623;0;0;0;0;623;0;623;0;0;6;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61906;'L';'09';'018';'119';826;0;0;0;0;826;623;0;0;0;0;623;0;624;0;0;1;623;824;621;0;622;1;1;621;2;2;0;2;0;0;2
61907;'J';'09';'018';'120';1260;0;0;0;0;1260;927;0;0;0;0;927;0;927;0;0;6;921;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61908;'L';'09';'018';'120';1260;0;0;0;0;1260;927;0;0;0;0;927;0;927;0;0;1;926;1260;927;0;927;0;1;926;0;0;0;0;0;0;0
61909;'J';'09';'018';'121';1317;0;0;0;0;1317;946;0;0;0;0;946;0;946;0;0;3;943;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61910;'L';'09';'018';'121';1317;0;0;0;0;1317;946;0;0;0;0;946;0;946;0;0;5;941;1314;943;0;943;0;5;938;3;3;0;3;0;0;3
61911;'J';'09';'018';'122';1358;0;0;0;0;1358;984;0;0;0;0;984;0;984;0;0;5;979;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61912;'L';'09';'018';'122';1358;0;0;0;0;1358;984;0;0;0;0;984;0;984;0;0;2;982;1355;982;0;982;0;2;980;3;2;0;2;0;0;2
61913;'J';'09';'018';'123';1401;0;0;0;0;1401;1072;0;0;0;0;1072;0;1072;0;0;12;1060;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61914;'L';'09';'018';'123';1401;0;0;0;0;1401;1072;0;0;0;0;1072;0;1072;0;0;4;1068;1400;1072;0;1072;0;4;1068;1;0;0;0;0;0;0
61915;'J';'09';'018';'124';1033;0;0;0;0;1033;610;0;0;0;0;610;0;609;0;-1;2;607;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61916;'L';'09';'018';'124';1033;0;0;0;0;1033;610;0;0;0;0;610;0;608;0;0;4;604;1029;609;0;607;-2;3;604;4;1;0;1;0;1;0
61917;'J';'09';'018';'125';1097;0;0;0;0;1097;751;0;0;0;0;751;0;751;0;0;4;747;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61918;'L';'09';'018';'125';1097;0;0;0;0;1097;751;0;0;0;0;751;0;751;0;0;3;748;1095;749;0;749;0;3;746;2;2;0;2;0;0;2
61919;'J';'09';'018';'126';1106;0;0;0;0;1106;808;0;0;0;0;808;0;808;0;0;3;805;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61920;'L';'09';'018';'126';1106;0;0;0;0;1106;808;0;0;0;0;808;0;808;0;0;1;807;1106;808;0;808;0;1;807;0;0;0;0;0;0;0
61921;'J';'09';'018';'127';1149;0;0;0;0;1149;899;0;0;0;0;899;0;896;0;-3;4;892;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61922;'L';'09';'018';'127';1149;0;0;0;0;1149;899;0;0;0;0;899;0;895;0;0;5;890;1148;898;0;894;-4;5;889;1;1;0;1;0;0;1
61923;'J';'09';'018';'128';1218;0;0;0;0;1218;1013;0;0;0;0;1013;0;1013;0;0;3;1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61924;'L';'09';'018';'128';1218;0;0;0;0;1218;1012;0;0;0;0;1012;0;1012;0;0;0;1012;1217;1011;0;1011;0;0;1011;1;1;0;1;0;0;1
61925;'J';'09';'018';'129';907;0;0;0;0;907;621;0;0;0;0;621;0;620;0;-1;3;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61926;'L';'09';'018';'129';907;0;0;0;0;907;621;0;0;0;0;621;0;621;0;0;3;618;907;621;0;621;0;3;618;0;0;0;0;0;0;0
61927;'J';'09';'018';'130';943;0;0;0;0;943;621;0;0;0;0;621;0;621;0;0;3;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61928;'L';'09';'018';'130';943;0;0;0;0;943;621;0;0;0;0;621;0;621;0;0;4;617;943;621;0;621;0;4;617;0;0;0;0;0;0;0
61929;'J';'09';'018';'131';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61930;'L';'09';'018';'131';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61931;'J';'09';'018';'132';1325;0;0;0;0;1325;1025;0;0;0;0;1025;0;999;0;-26;12;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61932;'L';'09';'018';'132';1325;0;0;0;0;1325;1025;0;0;0;0;1025;0;1025;0;0;4;1021;1321;1022;0;1022;0;4;1018;4;3;0;3;0;0;3
61933;'J';'09';'018';'133';1057;0;0;0;0;1057;829;0;0;0;0;829;0;828;0;-1;4;824;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61934;'L';'09';'018';'133';1056;0;0;0;0;1056;829;0;0;0;0;829;0;829;0;0;6;823;1056;829;0;829;0;6;823;0;0;0;0;0;0;0
61935;'J';'09';'018';'134';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61936;'L';'09';'018';'134';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61937;'J';'09';'018';'135';1283;0;0;0;0;1283;938;0;0;0;0;938;0;935;0;-3;0;935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61938;'L';'09';'018';'135';1283;0;0;0;0;1283;938;0;0;0;0;938;0;938;0;0;1;937;1281;938;0;938;0;1;937;2;0;0;0;0;0;0
61939;'J';'09';'018';'136';780;0;0;0;0;780;493;0;0;0;0;493;0;492;0;-1;2;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61940;'L';'09';'018';'136';780;0;0;0;0;780;493;0;0;0;0;493;0;493;0;0;1;492;780;493;0;493;0;1;492;0;0;0;0;0;0;0
61941;'J';'09';'018';'137';730;0;0;0;0;730;495;0;0;0;0;495;0;495;0;0;2;493;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61942;'L';'09';'018';'137';730;0;0;0;0;730;495;0;0;0;0;495;0;495;0;0;0;495;728;494;0;494;0;0;494;2;1;0;1;0;0;1
61943;'J';'09';'019';'001';957;0;0;0;0;957;557;0;0;0;0;557;0;556;0;-1;3;553;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61944;'L';'09';'019';'001';957;0;0;0;0;957;557;0;0;0;0;557;0;556;0;0;9;547;935;548;0;547;-1;7;540;22;9;0;9;0;2;7
61945;'J';'09';'019';'002';923;0;0;0;0;923;463;0;0;0;0;463;0;463;0;0;5;458;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61946;'L';'09';'019';'002';923;0;0;0;0;923;463;0;0;0;0;463;0;462;0;0;4;458;890;460;0;460;0;2;458;33;3;0;2;0;2;0
61947;'J';'09';'019';'003';847;0;44;0;0;847;617;43;43;0;0;617;0;617;0;0;5;612;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61948;'L';'09';'019';'003';847;0;44;0;0;847;617;43;43;0;0;617;0;617;0;0;6;611;843;615;0;615;0;6;609;4;2;0;2;0;0;2
61949;'J';'09';'019';'004';930;0;0;0;0;930;583;0;0;0;0;583;0;580;0;-3;8;572;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61950;'L';'09';'019';'004';930;0;0;0;0;930;583;0;0;0;0;583;0;580;0;0;6;574;926;581;0;580;-1;6;574;4;2;0;0;0;0;0
61951;'J';'09';'019';'005';861;0;0;0;0;861;590;0;0;0;0;590;0;590;0;0;0;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61952;'L';'09';'019';'005';861;0;0;0;0;861;590;0;0;0;0;590;0;590;0;0;2;588;861;590;0;590;0;2;588;0;0;0;0;0;0;0
61953;'J';'09';'019';'006';990;0;0;0;0;990;659;0;0;0;0;659;0;659;0;0;5;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61954;'L';'09';'019';'006';990;0;0;0;0;990;659;0;0;0;0;659;0;659;0;0;1;658;989;658;0;658;0;1;657;1;1;0;1;0;0;1
61955;'J';'09';'019';'007';862;0;0;0;0;862;609;0;0;0;0;609;0;609;0;0;6;603;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61956;'L';'09';'019';'007';862;0;0;0;0;862;609;0;0;0;0;609;0;609;0;0;7;602;862;609;0;609;0;7;602;0;0;0;0;0;0;0
