jfid;jlid;nemz;pa;pf;po;pk;pl;pm;pn
58096;5;7;'5';'4';'0';'4';'0';'1';'3'
58096;9;5;'30';'26';'0';'26';'0';'3';'23'
58096;33;6;'1';'1';'0';'1';'0';'0';'1'
58100;5;7;'21';'18';'0';'18';'0';'9';'9'
58100;9;5;'26';'20';'0';'20';'0';'2';'18'
58116;9;5;'23';'19';'0';'19';'0';'0';'19'
58118;9;5;'3';'3';'0';'3';'0';'0';'3'
58120;9;5;'3';'3';'0';'3';'0';'0';'3'
58130;5;7;'2';'0';'0';'0';'0';'0';'0'
58136;5;7;'1';'1';'0';'1';'0';'0';'1'
58138;6;3;'3';'2';'0';'2';'0';'0';'2'
58140;6;3;'2';'2';'0';'2';'0';'1';'1'
58142;9;5;'1';'0';'0';'0';'0';'0';'0'
58190;5;7;'1';'0';'0';'0';'0';'0';'0'
58202;9;5;'1';'1';'0';'1';'0';'0';'1'
58202;33;6;'1';'1';'0';'1';'0';'0';'1'
58206;5;7;'24';'9';'0';'8';'-1';'3';'5'
58214;6;3;'8';'7';'0';'7';'0';'0';'7'
58216;9;5;'7';'6';'0';'6';'0';'0';'6'
58264;9;5;'1';'1';'0';'1';'0';'0';'1'
58264;10;11;'1';'1';'0';'1';'0';'0';'1'
58264;13;13;'1';'0';'0';'0';'0';'0';'0'
58268;9;5;'1';'1';'0';'1';'0';'0';'1'
58278;9;5;'23';'17';'0';'17';'0';'0';'17'
58280;9;5;'44';'42';'0';'42';'0';'3';'39'
58282;9;5;'32';'29';'0';'29';'0';'3';'26'
58284;9;5;'27';'26';'0';'25';'-1';'5';'20'
58286;9;5;'27';'19';'0';'19';'0';'1';'18'
58292;5;7;'3';'0';'0';'0';'0';'0';'0'
58292;13;13;'1';'1';'0';'0';'-1';'0';'0'
58298;9;5;'2';'2';'0';'2';'0';'1';'1'
58298;10;11;'3';'3';'0';'3';'0';'0';'3'
58300;9;5;'8';'7';'0';'7';'0';'1';'6'
58300;11;10;'1';'1';'0';'1';'0';'0';'1'
58302;9;5;'7';'4';'0';'4';'0';'0';'4'
58304;10;11;'11';'10';'0';'10';'0';'3';'7'
58306;9;5;'12';'11';'0';'11';'0';'0';'11'
58306;10;11;'1';'1';'0';'1';'0';'0';'1'
58308;9;5;'9';'8';'0';'8';'0';'0';'8'
58308;10;11;'3';'3';'0';'3';'0';'0';'3'
58308;33;6;'1';'1';'0';'1';'0';'0';'1'
58310;9;5;'9';'7';'0';'7';'0';'0';'7'
58310;10;11;'1';'1';'0';'1';'0';'0';'1'
58312;9;5;'5';'5';'0';'5';'0';'2';'3'
58314;9;5;'2';'2';'0';'2';'0';'0';'2'
58314;10;11;'1';'1';'0';'1';'0';'0';'1'
58316;9;5;'7';'7';'0';'7';'0';'0';'7'
58316;10;11;'3';'3';'0';'3';'0';'0';'3'
58318;9;5;'30';'25';'0';'25';'0';'0';'25'
58318;10;11;'4';'4';'0';'4';'0';'0';'4'
58320;10;11;'4';'4';'0';'4';'0';'0';'4'
58322;9;5;'1';'0';'0';'0';'0';'0';'0'
58324;10;11;'8';'8';'0';'8';'0';'0';'8'
58326;10;11;'1';'1';'0';'1';'0';'0';'1'
58328;9;5;'3';'3';'0';'3';'0';'1';'2'
58330;10;11;'1';'1';'0';'1';'0';'0';'1'
58334;9;5;'3';'2';'0';'2';'0';'0';'2'
58336;7;4;'0';'0';'0';'0';'0';'0';'0'
58336;9;5;'0';'0';'0';'0';'0';'0';'0'
58336;10;11;'0';'0';'0';'0';'0';'0';'0'
58336;11;10;'0';'0';'0';'0';'0';'0';'0'
58336;33;6;'0';'0';'0';'0';'0';'0';'0'
58340;9;5;'1';'1';'0';'1';'0';'0';'1'
58344;9;5;'1';'1';'0';'1';'0';'0';'1'
58350;9;5;'2';'2';'0';'2';'0';'0';'2'
58358;5;7;'1';'0';'0';'0';'0';'0';'0'
58368;5;7;'1';'0';'0';'0';'0';'0';'0'
58368;9;5;'1';'1';'0';'1';'0';'0';'1'
58370;7;4;'1';'1';'0';'1';'0';'0';'1'
58372;9;5;'3';'3';'0';'3';'0';'0';'3'
58374;9;5;'4';'4';'0';'4';'0';'0';'4'
58376;9;5;'3';'2';'0';'2';'0';'1';'1'
58378;9;5;'3';'2';'0';'2';'0';'1';'1'
58380;9;5;'4';'4';'0';'2';'-2';'0';'2'
58382;6;3;'2';'2';'0';'2';'0';'0';'2'
58382;9;5;'4';'4';'0';'2';'-2';'0';'2'
58382;33;6;'1';'1';'0';'1';'0';'0';'1'
58384;9;5;'5';'4';'0';'4';'0';'1';'3'
58386;9;5;'2';'2';'0';'2';'0';'0';'2'
58388;7;4;'1';'1';'0';'1';'0';'0';'1'
58388;9;5;'4';'3';'0';'3';'0';'0';'3'
58390;5;7;'72';'40';'0';'40';'0';'21';'19'
58392;5;7;'3';'1';'0';'1';'0';'1';'0'
58392;9;5;'1';'1';'0';'1';'0';'0';'1'
58394;5;7;'1';'0';'0';'0';'0';'0';'0'
58396;7;4;'1';'1';'0';'1';'0';'0';'1'
58400;5;7;'1';'0';'0';'0';'0';'0';'0'
58400;9;5;'1';'0';'0';'0';'0';'0';'0'
58406;9;5;'3';'3';'0';'3';'0';'0';'3'
58412;5;7;'1';'0';'0';'0';'0';'0';'0'
58418;7;4;'1';'1';'0';'1';'0';'0';'1'
58418;9;5;'3';'2';'0';'2';'0';'0';'2'
58426;3;9;'1';'0';'0';'0';'0';'0';'0'
58428;9;5;'11';'10';'0';'10';'0';'0';'10'
58430;9;5;'15';'14';'0';'14';'0';'3';'11'
58444;5;7;'2';'1';'0';'1';'0';'0';'1'
58452;9;5;'1';'0';'0';'0';'0';'0';'0'
58452;33;6;'1';'1';'0';'1';'0';'0';'1'
58458;9;5;'1';'1';'0';'1';'0';'0';'1'
58462;9;5;'1';'0';'0';'0';'0';'0';'0'
58464;9;5;'1';'1';'0';'1';'0';'0';'1'
58476;9;5;'1';'1';'0';'1';'0';'0';'1'
58478;6;3;'1';'1';'0';'1';'0';'0';'1'
58478;9;5;'3';'3';'0';'3';'0';'0';'3'
58480;9;5;'2';'2';'0';'2';'0';'0';'2'
58484;9;5;'1';'1';'0';'1';'0';'0';'1'
58488;7;4;'1';'1';'0';'1';'0';'0';'1'
58504;9;5;'1';'1';'0';'1';'0';'0';'1'
58506;9;5;'2';'2';'0';'2';'0';'0';'2'
58512;9;5;'2';'2';'0';'2';'0';'0';'2'
58518;9;5;'1';'1';'0';'1';'0';'0';'1'
58520;9;5;'0';'0';'0';'0';'0';'0';'0'
58522;7;4;'1';'1';'0';'1';'0';'0';'1'
58522;9;5;'1';'1';'0';'1';'0';'0';'1'
58526;6;3;'1';'1';'0';'1';'0';'0';'1'
58528;9;5;'1';'1';'0';'1';'0';'0';'1'
58530;9;5;'1';'1';'0';'1';'0';'0';'1'
58532;11;10;'1';'1';'0';'1';'0';'1';'0'
58536;9;5;'6';'6';'0';'6';'0';'1';'5'
58538;9;5;'6';'4';'0';'4';'0';'0';'4'
58540;5;7;'1';'1';'0';'1';'0';'0';'1'
58540;9;5;'1';'1';'0';'1';'0';'0';'1'
58542;5;7;'1';'1';'0';'1';'0';'0';'1'
58548;9;5;'47';'38';'0';'38';'0';'1';'37'
58550;9;5;'53';'45';'0';'45';'0';'0';'45'
58558;9;5;'2';'2';'0';'2';'0';'1';'1'
58560;9;5;'58';'52';'0';'52';'0';'8';'44'
58562;9;5;'43';'39';'0';'39';'0';'3';'36'
58568;5;7;'1';'0';'0';'0';'0';'0';'0'
58568;9;5;'16';'16';'0';'16';'0';'0';'16'
58572;9;5;'1';'1';'0';'1';'0';'0';'1'
58574;9;5;'3';'3';'0';'3';'0';'0';'3'
58576;9;5;'4';'4';'0';'4';'0';'0';'4'
58578;9;5;'3';'3';'0';'3';'0';'0';'3'
58580;9;5;'7';'7';'0';'7';'0';'0';'7'
58582;9;5;'8';'6';'0';'6';'0';'0';'6'
58584;9;5;'1';'1';'0';'1';'0';'0';'1'
58586;9;5;'6';'6';'0';'6';'0';'0';'6'
58588;9;5;'9';'8';'0';'8';'0';'1';'7'
58590;9;5;'6';'6';'0';'6';'0';'0';'6'
58592;9;5;'2';'2';'0';'2';'0';'0';'2'
58594;9;5;'4';'4';'0';'4';'0';'0';'4'
58596;9;5;'2';'1';'0';'1';'0';'0';'1'
58598;9;5;'4';'4';'0';'4';'0';'0';'4'
58600;9;5;'6';'5';'0';'5';'0';'1';'4'
58602;9;5;'11';'11';'0';'11';'0';'2';'9'
58604;9;5;'0';'0';'0';'0';'0';'0';'0'
58608;5;7;'3';'3';'0';'3';'0';'2';'1'
58614;5;7;'1';'1';'0';'1';'0';'1';'0'
58622;9;5;'1';'1';'0';'1';'0';'0';'1'
58638;9;5;'29';'28';'0';'28';'0';'2';'26'
58640;9;5;'12';'12';'0';'12';'0';'2';'10'
58642;9;5;'43';'31';'0';'31';'0';'4';'27'
58644;9;5;'1';'0';'0';'0';'0';'0';'0'
58650;9;5;'28';'25';'0';'25';'0';'1';'24'
58652;9;5;'8';'7';'0';'7';'0';'0';'7'
58660;5;7;'1';'0';'0';'0';'0';'0';'0'
58660;9;5;'13';'12';'0';'12';'0';'1';'11'
58662;9;5;'18';'18';'0';'18';'0';'1';'17'
58664;9;5;'4';'4';'0';'4';'0';'0';'4'
58666;9;5;'16';'15';'0';'15';'0';'2';'13'
58668;5;7;'0';'0';'0';'0';'0';'0';'0'
58668;9;5;'0';'0';'0';'0';'0';'0';'0'
58670;9;5;'8';'7';'0';'7';'0';'0';'7'
58672;5;7;'166';'92';'0';'92';'0';'60';'32'
58672;19;8;'1';'0';'0';'0';'0';'0';'0'
58674;5;7;'46';'16';'0';'16';'0';'10';'6'
58676;5;7;'1';'1';'0';'1';'0';'1';'0'
58680;5;7;'2';'0';'0';'0';'0';'0';'0'
58680;9;5;'1';'0';'0';'0';'0';'0';'0'
58688;5;7;'4';'2';'0';'2';'0';'0';'2'
58690;5;7;'18';'14';'0';'14';'0';'2';'12'
58692;5;7;'3';'0';'0';'0';'0';'0';'0'
58694;5;7;'6';'4';'0';'4';'0';'0';'4'
58696;5;7;'17';'8';'0';'8';'0';'0';'8'
58698;5;7;'23';'10';'0';'10';'0';'3';'7'
58700;5;7;'15';'6';'0';'6';'0';'0';'6'
58704;5;7;'4';'0';'0';'0';'0';'0';'0'
58706;5;7;'11';'6';'0';'6';'0';'2';'4'
58708;5;7;'4';'4';'0';'4';'0';'3';'1'
58708;9;5;'1';'0';'0';'0';'0';'0';'0'
58710;5;7;'1';'1';'0';'1';'0';'1';'0'
58712;5;7;'3';'3';'0';'3';'0';'3';'0'
58714;5;7;'3';'3';'0';'3';'0';'3';'0'
58720;5;7;'2';'1';'0';'1';'0';'0';'1'
58722;5;7;'3';'2';'0';'2';'0';'1';'1'
58726;5;7;'1';'0';'0';'0';'0';'0';'0'
58732;2;2;'0';'0';'0';'0';'0';'0';'0'
58732;5;7;'0';'0';'0';'0';'0';'0';'0'
58732;9;5;'0';'0';'0';'0';'0';'0';'0'
58732;11;10;'0';'0';'0';'0';'0';'0';'0'
58734;5;7;'6';'3';'0';'3';'0';'0';'3'
58738;5;7;'1';'0';'0';'0';'0';'0';'0'
58746;5;7;'19';'12';'0';'12';'0';'2';'10'
58748;5;7;'10';'1';'0';'1';'0';'1';'0'
58750;5;7;'2';'0';'0';'0';'0';'0';'0'
58752;5;7;'36';'19';'0';'19';'0';'7';'12'
58756;5;7;'5';'1';'0';'1';'0';'1';'0'
58758;5;7;'8';'0';'0';'0';'0';'0';'0'
58760;5;7;'10';'5';'0';'5';'0';'3';'2'
58762;5;7;'33';'18';'0';'18';'0';'6';'12'
58776;5;7;'1';'0';'0';'0';'0';'0';'0'
58778;5;7;'1';'0';'0';'0';'0';'0';'0'
58780;5;7;'20';'5';'0';'5';'0';'0';'5'
58782;5;7;'10';'3';'0';'3';'0';'2';'1'
58784;5;7;'4';'2';'0';'2';'0';'0';'2'
58786;5;7;'5';'2';'0';'1';'-1';'1';'0'
58788;5;7;'3';'1';'0';'1';'0';'0';'1'
58790;5;7;'5';'2';'0';'2';'0';'0';'2'
58792;5;7;'6';'2';'0';'2';'0';'0';'2'
58794;5;7;'23';'16';'0';'16';'0';'4';'12'
58796;5;7;'20';'7';'0';'7';'0';'2';'5'
58798;5;7;'1';'0';'0';'0';'0';'0';'0'
58802;5;7;'1';'1';'0';'1';'0';'1';'0'
58806;9;5;'3';'3';'0';'3';'0';'1';'2'
58808;9;5;'85';'78';'0';'78';'0';'4';'74'
58810;9;5;'113';'101';'1';'100';'-1';'10';'90'
58812;9;5;'51';'45';'0';'43';'-2';'3';'40'
58814;9;5;'29';'27';'0';'29';'2';'2';'27'
58814;10;11;'1';'0';'0';'0';'0';'0';'0'
58814;17;1;'2';'2';'0';'1';'-1';'0';'1'
58816;9;5;'43';'36';'0';'36';'0';'1';'35'
58818;5;7;'1';'1';'0';'1';'0';'1';'0'
58818;9;5;'66';'52';'0';'52';'0';'2';'50'
58820;9;5;'42';'32';'0';'31';'-1';'5';'26'
58822;9;5;'44';'41';'0';'41';'0';'4';'37'
58822;17;1;'1';'1';'0';'1';'0';'0';'1'
58824;9;5;'17';'15';'0';'15';'0';'2';'13'
58824;13;13;'1';'1';'0';'0';'-1';'0';'0'
58824;17;1;'2';'2';'0';'2';'0';'0';'2'
58826;9;5;'9';'9';'0';'9';'0';'0';'9'
58826;17;1;'2';'2';'0';'2';'0';'0';'2'
58828;9;5;'11';'10';'0';'10';'0';'0';'10'
58830;9;5;'11';'10';'0';'10';'0';'1';'9'
58830;17;1;'2';'2';'0';'2';'0';'0';'2'
58832;9;5;'8';'7';'0';'7';'0';'0';'7'
58834;9;5;'2';'2';'0';'2';'0';'0';'2'
58834;17;1;'1';'0';'0';'0';'0';'0';'0'
58836;9;5;'10';'9';'0';'9';'0';'0';'9'
58836;13;13;'1';'1';'0';'1';'0';'0';'1'
58838;9;5;'13';'13';'0';'13';'0';'0';'13'
58840;9;5;'4';'4';'0';'4';'0';'1';'3'
58842;9;5;'11';'9';'0';'9';'0';'1';'8'
58844;7;4;'1';'1';'0';'1';'0';'0';'1'
58844;9;5;'2';'2';'0';'2';'0';'0';'2'
58846;9;5;'3';'3';'0';'3';'0';'0';'3'
58848;5;7;'1';'0';'0';'0';'0';'0';'0'
58848;9;5;'2';'1';'0';'1';'0';'0';'1'
58850;9;5;'2';'2';'0';'2';'0';'0';'2'
58852;13;13;'1';'1';'0';'1';'0';'0';'1'
58854;9;5;'2';'1';'0';'1';'0';'0';'1'
58856;2;2;'1';'0';'0';'0';'0';'0';'0'
58856;9;5;'2';'2';'0';'2';'0';'0';'2'
58860;9;5;'1';'1';'0';'1';'0';'0';'1'
58862;9;5;'4';'4';'0';'4';'0';'0';'4'
58864;9;5;'0';'0';'0';'0';'0';'0';'0'
58866;9;5;'1';'1';'0';'1';'0';'0';'1'
58868;9;5;'2';'2';'0';'2';'0';'0';'2'
58870;9;5;'9';'7';'0';'7';'0';'0';'7'
58872;3;9;'1';'0';'0';'0';'0';'0';'0'
58872;9;5;'4';'4';'0';'4';'0';'0';'4'
58874;9;5;'9';'8';'0';'8';'0';'0';'8'
58876;9;5;'7';'7';'0';'8';'1';'1';'7'
58876;10;11;'2';'2';'0';'2';'0';'0';'2'
58878;9;5;'3';'3';'0';'4';'1';'1';'3'
58880;9;5;'4';'4';'0';'4';'0';'0';'4'
58882;9;5;'2';'2';'0';'2';'0';'0';'2'
58884;9;5;'2';'2';'0';'2';'0';'0';'2'
58886;9;5;'2';'2';'0';'2';'0';'0';'2'
58888;9;5;'5';'5';'0';'5';'0';'0';'5'
58890;9;5;'4';'4';'0';'4';'0';'0';'4'
58890;10;11;'1';'1';'0';'1';'0';'0';'1'
58892;9;5;'2';'2';'0';'2';'0';'0';'2'
58894;9;5;'15';'14';'0';'15';'1';'1';'14'
58896;9;5;'6';'6';'0';'6';'0';'0';'6'
58898;3;9;'1';'1';'0';'1';'0';'0';'1'
58898;5;7;'1';'1';'0';'1';'0';'0';'1'
58898;9;5;'9';'9';'0';'9';'0';'0';'9'
58898;19;8;'1';'1';'0';'1';'0';'0';'1'
58900;3;9;'1';'0';'0';'0';'0';'0';'0'
58900;9;5;'2';'2';'0';'2';'0';'0';'2'
58902;9;5;'6';'6';'0';'6';'0';'0';'6'
58904;9;5;'2';'2';'0';'2';'0';'0';'2'
58906;9;5;'3';'2';'0';'2';'0';'0';'2'
58908;9;5;'2';'2';'0';'2';'0';'0';'2'
58910;9;5;'4';'4';'0';'4';'0';'0';'4'
58912;9;5;'1';'1';'0';'1';'0';'0';'1'
58914;9;5;'96';'80';'0';'80';'0';'9';'71'
58916;9;5;'2';'2';'0';'2';'0';'0';'2'
58918;5;7;'2';'1';'0';'1';'0';'0';'1'
58920;19;8;'1';'1';'0';'1';'0';'1';'0'
58922;9;5;'3';'2';'0';'2';'0';'0';'2'
58922;10;11;'5';'5';'0';'5';'0';'0';'5'
58938;6;3;'1';'0';'0';'0';'0';'0';'0'
58944;9;5;'1';'1';'0';'1';'0';'0';'1'
58948;7;4;'1';'1';'0';'1';'0';'0';'1'
58948;9;5;'1';'1';'0';'1';'0';'0';'1'
58954;9;5;'1';'1';'0';'1';'0';'1';'0'
58956;9;5;'1';'1';'0';'1';'0';'0';'1'
58958;33;6;'1';'0';'0';'0';'0';'0';'0'
58962;7;4;'1';'1';'0';'1';'0';'0';'1'
58964;5;7;'1';'1';'0';'1';'0';'1';'0'
58972;5;7;'1';'0';'0';'0';'0';'0';'0'
58972;6;3;'23';'12';'0';'12';'0';'0';'12'
58978;6;3;'1';'0';'0';'0';'0';'0';'0'
58996;5;7;'1';'0';'0';'0';'0';'0';'0'
59006;9;5;'1';'1';'0';'1';'0';'0';'1'
59008;5;7;'1';'0';'0';'0';'0';'0';'0'
59008;6;3;'1';'1';'0';'1';'0';'0';'1'
59020;5;7;'1';'1';'0';'1';'0';'1';'0'
59024;5;7;'2';'2';'0';'2';'0';'0';'2'
59024;6;3;'38';'32';'0';'32';'0';'2';'30'
59026;5;7;'1';'0';'0';'0';'0';'0';'0'
59026;9;5;'1';'1';'0';'1';'0';'0';'1'
59034;9;5;'1';'1';'0';'1';'0';'0';'1'
59036;9;5;'1';'0';'0';'0';'0';'0';'0'
59048;5;7;'6';'2';'0';'2';'0';'1';'1'
59052;5;7;'0';'0';'0';'0';'0';'0';'0'
59052;9;5;'0';'0';'0';'0';'0';'0';'0'
59066;9;5;'1';'1';'0';'1';'0';'0';'1'
59074;9;5;'4';'4';'0';'3';'-1';'0';'3'
59076;9;5;'16';'15';'0';'15';'0';'0';'15'
59078;9;5;'15';'13';'0';'13';'0';'0';'13'
59080;9;5;'5';'4';'0';'4';'0';'0';'4'
59082;9;5;'12';'11';'0';'11';'0';'0';'11'
59084;9;5;'3';'3';'0';'3';'0';'0';'3'
59086;9;5;'1';'1';'0';'1';'0';'0';'1'
59088;9;5;'1';'1';'0';'1';'0';'0';'1'
59090;9;5;'6';'4';'0';'4';'0';'1';'3'
59092;9;5;'5';'5';'0';'5';'0';'1';'4'
59094;9;5;'1';'1';'0';'1';'0';'1';'0'
59096;9;5;'4';'3';'0';'3';'0';'0';'3'
59098;6;3;'1';'1';'0';'1';'0';'0';'1'
59098;9;5;'4';'3';'0';'3';'0';'0';'3'
59100;9;5;'10';'9';'0';'9';'0';'0';'9'
59102;9;5;'13';'13';'0';'10';'-3';'0';'10'
59104;9;5;'3';'3';'0';'3';'0';'0';'3'
59106;9;5;'4';'4';'0';'4';'0';'0';'4'
59108;9;5;'6';'6';'0';'6';'0';'0';'6'
59110;9;5;'11';'9';'0';'9';'0';'0';'9'
59112;9;5;'7';'6';'0';'6';'0';'0';'6'
59114;9;5;'3';'3';'0';'3';'0';'1';'2'
59116;9;5;'6';'6';'0';'6';'0';'0';'6'
59118;9;5;'6';'6';'0';'6';'0';'0';'6'
59120;9;5;'2';'2';'0';'2';'0';'1';'1'
59122;2;2;'1';'1';'0';'1';'0';'0';'1'
59122;9;5;'7';'7';'0';'7';'0';'0';'7'
59124;9;5;'8';'7';'0';'7';'0';'2';'5'
59126;9;5;'10';'7';'0';'7';'0';'0';'7'
59128;9;5;'19';'16';'0';'16';'0';'2';'14'
59130;9;5;'5';'3';'0';'3';'0';'0';'3'
59132;9;5;'10';'9';'0';'9';'0';'1';'8'
59134;9;5;'5';'4';'0';'4';'0';'0';'4'
59136;9;5;'19';'16';'0';'16';'0';'1';'15'
59138;9;5;'17';'14';'0';'14';'0';'0';'14'
59142;9;5;'1';'1';'0';'1';'0';'0';'1'
59144;6;3;'2';'1';'0';'1';'0';'0';'1'
59144;9;5;'4';'4';'0';'4';'0';'0';'4'
59146;9;5;'7';'6';'0';'6';'0';'0';'6'
59148;9;5;'22';'21';'0';'21';'0';'0';'21'
59150;9;5;'8';'6';'0';'6';'0';'0';'6'
59154;9;5;'8';'8';'0';'8';'0';'2';'6'
59162;5;7;'1';'0';'0';'0';'0';'0';'0'
59166;9;5;'30';'25';'0';'25';'0';'3';'22'
59168;6;3;'1';'0';'0';'0';'0';'0';'0'
59168;9;5;'18';'12';'0';'12';'0';'0';'12'
59170;9;5;'5';'4';'0';'4';'0';'0';'4'
59172;5;7;'1';'1';'0';'1';'0';'0';'1'
59172;9;5;'3';'3';'0';'3';'0';'2';'1'
59174;9;5;'3';'3';'0';'3';'0';'2';'1'
59176;9;5;'6';'5';'0';'5';'0';'0';'5'
59178;9;5;'8';'7';'0';'7';'0';'0';'7'
59180;9;5;'3';'3';'0';'3';'0';'0';'3'
59182;9;5;'2';'2';'0';'2';'0';'0';'2'
59184;9;5;'9';'6';'0';'6';'0';'0';'6'
59186;9;5;'11';'8';'0';'8';'0';'0';'8'
59188;9;5;'13';'13';'0';'13';'0';'0';'13'
59190;9;5;'3';'2';'0';'2';'0';'0';'2'
59192;9;5;'16';'16';'0';'16';'0';'1';'15'
59194;5;7;'1';'0';'0';'0';'0';'0';'0'
59194;9;5;'20';'20';'0';'20';'0';'1';'19'
59202;9;5;'2';'2';'0';'2';'0';'0';'2'
59204;5;7;'1';'1';'0';'1';'0';'0';'1'
59204;9;5;'18';'17';'0';'17';'0';'2';'15'
59206;5;7;'7';'7';'0';'7';'0';'3';'4'
59208;5;7;'3';'1';'0';'1';'0';'0';'1'
59210;5;7;'5';'4';'0';'4';'0';'2';'2'
59212;5;7;'1';'0';'0';'0';'0';'0';'0'
59216;5;7;'2';'2';'0';'2';'0';'0';'2'
59220;5;7;'1';'0';'0';'0';'0';'0';'0'
59222;5;7;'1';'1';'0';'1';'0';'1';'0'
59224;5;7;'13';'7';'0';'7';'0';'3';'4'
59226;5;7;'2';'2';'0';'2';'0';'0';'2'
59228;5;7;'9';'6';'0';'6';'0';'2';'4'
59230;5;7;'1';'0';'0';'0';'0';'0';'0'
59232;5;7;'11';'3';'0';'3';'0';'2';'1'
59234;5;7;'9';'2';'0';'2';'0';'0';'2'
59236;5;7;'6';'4';'0';'4';'0';'2';'2'
59238;5;7;'3';'2';'0';'2';'0';'2';'0'
59240;5;7;'18';'12';'0';'12';'0';'0';'12'
59240;9;5;'1';'1';'0';'1';'0';'0';'1'
59240;10;11;'2';'2';'0';'2';'0';'0';'2'
59242;5;7;'11';'5';'0';'5';'0';'3';'2'
59244;5;7;'16';'7';'0';'7';'0';'0';'7'
59246;5;7;'1';'1';'0';'1';'0';'0';'1'
59248;5;7;'5';'2';'0';'2';'0';'1';'1'
59266;5;7;'9';'6';'0';'6';'0';'0';'6'
59268;5;7;'2';'1';'0';'1';'0';'0';'1'
59270;5;7;'7';'6';'0';'6';'0';'2';'4'
59272;5;7;'2';'0';'0';'0';'0';'0';'0'
59274;5;7;'8';'1';'0';'1';'0';'1';'0'
59276;5;7;'2';'0';'0';'0';'0';'0';'0'
59278;5;7;'4';'0';'0';'0';'0';'0';'0'
59282;5;7;'2';'1';'0';'1';'0';'0';'1'
59284;5;7;'15';'10';'0';'10';'0';'0';'10'
59286;5;7;'2';'1';'0';'1';'0';'0';'1'
59290;5;7;'4';'4';'0';'4';'0';'1';'3'
59292;5;7;'1';'1';'0';'1';'0';'0';'1'
59296;5;7;'2';'0';'0';'0';'0';'0';'0'
59298;5;7;'17';'13';'0';'12';'-1';'4';'8'
59300;5;7;'17';'6';'0';'6';'0';'1';'5'
59302;5;7;'4';'0';'0';'0';'0';'0';'0'
59304;5;7;'1';'0';'0';'0';'0';'0';'0'
59306;5;7;'1';'1';'0';'1';'0';'1';'0'
59312;5;7;'1';'0';'0';'0';'0';'0';'0'
59342;5;7;'1';'1';'0';'1';'0';'0';'1'
59342;6;3;'1';'1';'0';'1';'0';'0';'1'
59342;9;5;'9';'7';'0';'7';'0';'2';'5'
59344;6;3;'4';'4';'0';'3';'-1';'0';'3'
59344;9;5;'23';'21';'0';'20';'-1';'3';'17'
59346;9;5;'27';'25';'1';'25';'0';'2';'23'
59348;6;3;'1';'1';'0';'1';'0';'0';'1'
59348;9;5;'2';'2';'0';'2';'0';'0';'2'
59350;9;5;'13';'13';'0';'11';'-2';'1';'10'
59352;9;5;'6';'5';'0';'5';'0';'2';'3'
59354;9;5;'7';'7';'0';'6';'-1';'2';'4'
59356;9;5;'4';'4';'0';'4';'0';'1';'3'
59356;10;11;'2';'2';'0';'2';'0';'0';'2'
59358;9;5;'3';'3';'0';'3';'0';'0';'3'
59362;9;5;'1';'1';'0';'1';'0';'0';'1'
59364;9;5;'7';'7';'0';'7';'0';'2';'5'
59366;2;2;'1';'1';'0';'1';'0';'0';'1'
59366;9;5;'14';'13';'0';'13';'0';'1';'12'
59368;6;3;'1';'1';'0';'1';'0';'0';'1'
59368;9;5;'2';'1';'0';'1';'0';'0';'1'
59370;6;3;'1';'1';'0';'1';'0';'0';'1'
59370;9;5;'5';'5';'0';'5';'0';'0';'5'
59372;6;3;'1';'1';'0';'1';'0';'0';'1'
59372;9;5;'1';'1';'0';'1';'0';'0';'1'
59374;9;5;'0';'0';'0';'0';'0';'0';'0'
59376;9;5;'10';'10';'0';'10';'0';'0';'10'
59378;9;5;'9';'8';'0';'8';'0';'1';'7'
59380;9;5;'2';'2';'0';'2';'0';'0';'2'
59382;9;5;'1';'0';'0';'0';'0';'0';'0'
59384;9;5;'2';'2';'0';'2';'0';'0';'2'
59386;9;5;'2';'2';'0';'2';'0';'0';'2'
59388;5;7;'1';'0';'0';'0';'0';'0';'0'
59388;9;5;'3';'3';'0';'3';'0';'0';'3'
59390;9;5;'10';'10';'0';'10';'0';'1';'9'
59392;9;5;'3';'2';'0';'2';'0';'0';'2'
59394;9;5;'5';'4';'0';'4';'0';'0';'4'
59396;9;5;'5';'4';'0';'4';'0';'0';'4'
59398;9;5;'4';'2';'0';'2';'0';'1';'1'
59400;9;5;'3';'3';'0';'3';'0';'0';'3'
59402;6;3;'1';'1';'0';'1';'0';'0';'1'
59402;9;5;'5';'5';'0';'5';'0';'0';'5'
59404;9;5;'3';'3';'0';'3';'0';'0';'3'
59406;9;5;'2';'2';'0';'2';'0';'1';'1'
59406;13;13;'2';'2';'0';'2';'0';'1';'1'
59408;9;5;'4';'3';'0';'3';'0';'0';'3'
59408;13;13;'2';'2';'0';'2';'0';'2';'0'
59410;9;5;'2';'1';'0';'1';'0';'1';'0'
59410;10;11;'1';'0';'0';'0';'0';'0';'0'
59412;9;5;'9';'7';'0';'7';'0';'0';'7'
59414;9;5;'1';'1';'0';'1';'0';'0';'1'
59416;2;2;'1';'1';'0';'1';'0';'1';'0'
59416;5;7;'1';'1';'0';'1';'0';'1';'0'
59416;7;4;'1';'1';'0';'1';'0';'0';'1'
59416;9;5;'9';'9';'0';'9';'0';'0';'9'
59418;9;5;'1';'1';'0';'1';'0';'0';'1'
59420;9;5;'2';'1';'0';'1';'0';'0';'1'
